Order_ID,Agent_Age,Agent_Rating,Store_Latitude,Store_Longitude,Drop_Latitude,Drop_Longitude,Order_Date,Order_Time,Pickup_Time,Weather,Traffic,Vehicle,Area,Delivery_Time,Category,Distance_km,Order_Hour,Order_Day,Pickup_Delay_Minutes,Is_Weekend,Is_Peak_Hour,Delivery_Speed_km_per_hr
urbi683393926,24,4.7,21.186438,72.794115,21.256438,72.864115,2022-03-20,2025-11-16 23:15:00,2025-11-16 23:25:00,Stormy,Low ,motorcycle ,Urban ,95,Pet Supplies,10.641057010178105,23,Sunday,10.0,1,0,0.11201112642292743
lqmr079921358,32,4.7,30.873988,75.842739,30.913988,75.882739,2022-02-11,2025-11-16 12:25:00,2025-11-16 12:40:00,Cloudy,High ,motorcycle ,Metropolitian ,140,Sports,5.8609204054896376,12,Friday,15.0,0,0,0.04186371718206884
hgwr827949104,24,4.9,9.985497,76.276999,10.035497,76.326999,2022-02-15,2025-11-16 21:35:00,2025-11-16 21:45:00,Cloudy,Jam ,van,Metropolitian ,145,Apparel,7.8030471300847175,21,Tuesday,10.0,0,0,0.05381411813851529
dwzi960484812,20,4.9,23.359194,85.325447,23.449194,85.415447,2022-03-25,2025-11-16 20:55:00,2025-11-16 21:05:00,Sunny,Jam ,motorcycle ,Metropolitian ,130,Toys,13.583078662316938,20,Friday,10.0,0,0,0.10448522047936105
gutk275920466,31,4.6,22.745049,75.892471,22.755049,75.902471,2022-03-03,2025-11-16 11:55:00,2025-11-16 12:05:00,Sandstorms,High ,motorcycle ,Metropolitian ,36,Grocery,1.5126000890229543,11,Thursday,10.0,0,0,0.04201666913952651
tmek673494522,38,4.8,22.722634,75.886959,22.732634,75.896959,2022-03-11,2025-11-16 10:10:00,2025-11-16 10:25:00,Fog,Low ,scooter ,Metropolitian ,90,Kitchen,1.512714085470906,10,Friday,15.0,0,0,0.016807934283010067
cwpc720369504,27,5.0,11.001753,76.986241,11.091753,77.076241,2022-03-18,2025-11-16 20:20:00,2025-11-16 20:35:00,Windy,Jam ,scooter ,Metropolitian ,75,Electronics,14.022298282478662,20,Friday,15.0,0,0,0.1869639770997155
punf257066273,33,4.9,19.1093,72.825451,19.1493,72.865451,2022-03-11,2025-11-16 15:40:00,2025-11-16 15:50:00,Sunny,Medium ,motorcycle ,Other,135,Pet Supplies,6.1189337686419085,15,Friday,10.0,0,0,0.0453254353232734
voas315448912,34,4.6,12.284747,76.625861,12.334747,76.675861,2022-03-13,2025-11-16 21:55:00,2025-11-16 22:10:00,Windy,Jam ,motorcycle ,Urban ,150,Electronics,7.772809995408218,21,Sunday,15.0,1,0,0.05181873330272145
xftm814857476,32,4.1,13.026286,80.275235,13.116286,80.365235,2022-03-14,2025-11-16 20:25:00,2025-11-16 20:30:00,Windy,Jam ,motorcycle ,Metropolitian ,250,Apparel,13.970652398309912,20,Monday,5.0,0,0,0.05588260959323965
kstx364324696,21,4.7,11.001753,76.986241,11.081753,77.066241,2022-04-06,2025-11-16 17:25:00,2025-11-16 17:30:00,Windy,Medium ,scooter ,Urban ,75,Apparel,12.464369459117105,17,Wednesday,5.0,0,1,0.16619159278822807
taoc863327145,26,4.8,21.17106,72.789292,21.19106,72.809292,2022-03-05,2025-11-16 09:35:00,2025-11-16 09:45:00,Cloudy,Low ,scooter ,Metropolitian ,95,Outdoors,3.0406886340154307,9,Saturday,10.0,1,0,0.0320072487791098
flfq202261398,33,4.9,26.892312,75.806896,27.032312,75.946896,2022-03-16,2025-11-16 23:50:00,2025-11-16 00:00:00,Fog,Low ,motorcycle ,Metropolitian ,195,Clothing,20.853334608185772,23,Wednesday,-1430.0,0,0,0.10694017747787575
kdyf794461482,28,4.8,21.15276,72.778059,21.24276,72.868059,2022-03-12,2025-11-16 22:45:00,2025-11-16 22:55:00,Windy,Low ,motorcycle ,Urban ,120,Electronics,13.682378876484883,22,Saturday,10.0,1,0,0.11401982397070735
jkim698974895,34,4.8,23.351058,85.325731,23.401058,85.375731,2022-03-01,2025-11-16 17:30:00,2025-11-16 17:40:00,Sandstorms,Medium ,motorcycle ,Metropolitian ,155,Jewelry,7.546888128063275,17,Tuesday,10.0,0,1,0.04868960082621467
stkj907384584,28,4.8,18.546947,73.900626,18.556947,73.910626,2022-03-07,2025-11-16 08:30:00,2025-11-16 08:35:00,Fog,Low ,motorcycle ,Urban ,95,Snacks,1.532220683460433,8,Monday,5.0,0,0,0.016128638773267718
nnym266881638,28,4.4,0.0,0.0,0.08,0.08,2022-02-16,2025-11-16 17:55:00,2025-11-16 18:05:00,Cloudy,Medium ,motorcycle ,Metropolitian ,175,Clothing,12.58026782240096,17,Wednesday,10.0,0,1,0.07188724469943406
hfxq235941763,34,5.0,23.416792,85.316842,23.466792,85.366842,2022-03-30,2025-11-16 19:15:00,2025-11-16 19:25:00,Cloudy,Jam ,scooter ,Metropolitian ,185,Snacks,7.54517470499338,19,Wednesday,10.0,0,1,0.040784728135099355
kwpq584839778,37,4.9,12.323225,76.630028,12.453225,76.760028,2022-03-25,2025-11-16 17:20:00,2025-11-16 17:30:00,Fog,Medium ,motorcycle ,Metropolitian ,205,Skincare,20.206344895189716,17,Friday,10.0,0,1,0.09856753607409617
ekyz229935115,24,4.9,17.458998,78.500366,17.548998,78.590366,2022-04-04,2025-11-16 19:35:00,2025-11-16 19:45:00,Sunny,Jam ,motorcycle ,Urban ,90,Shoes,13.82901912445418,19,Monday,10.0,0,1,0.15365576804949088
khny280158938,28,4.9,17.41233,78.449654,17.44233,78.479654,2022-03-01,2025-11-16 18:10:00,2025-11-16 18:25:00,Stormy,Medium ,motorcycle ,Urban ,145,Electronics,4.6105980334864025,18,Tuesday,15.0,0,1,0.031797227817147604
iqea027046928,25,4.6,22.751234,75.88949,22.841234,75.97949,2022-03-14,2025-11-16 23:55:00,2025-11-16 00:05:00,Cloudy,Low ,motorcycle ,Metropolitian ,120,Kitchen,13.611283046203784,23,Monday,-1430.0,0,0,0.11342735871836487
fmnn905776162,37,4.6,12.323225,76.630028,12.383225,76.690028,2022-03-11,2025-11-16 20:20:00,2025-11-16 20:25:00,Sandstorms,Jam ,motorcycle ,Metropolitian ,170,Outdoors,9.326616348119142,20,Friday,5.0,0,0,0.05486244910658319
difs490517554,32,4.9,17.430448,78.418213,17.460448,78.448213,2022-03-03,2025-11-16 22:40:00,2025-11-16 22:55:00,Windy,Low ,scooter ,Metropolitian ,125,Pet Supplies,4.610379843930833,22,Thursday,15.0,0,0,0.03688303875144666
kesd120837275,20,4.8,12.906229,77.596791,12.936229,77.626791,2022-03-13,2025-11-16 18:50:00,2025-11-16 18:55:00,Sandstorms,Medium ,motorcycle ,Urban ,90,Snacks,4.658255524232583,18,Sunday,5.0,1,1,0.051758394713695366
cbot690287180,39,4.6,30.328174,78.049117,30.398174,78.119117,2022-02-14,2025-11-16 22:35:00,2025-11-16 22:50:00,Windy,Low ,motorcycle ,Metropolitian ,75,Shoes,10.280572823486368,22,Monday,15.0,0,0,0.13707430431315157
wdqu666586991,23,4.9,17.431668,78.408321,17.471668,78.448321,2022-03-19,2025-11-16 16:55:00,2025-11-16 17:10:00,Cloudy,Medium ,motorcycle ,Metropolitian ,110,Electronics,6.147073151032031,16,Saturday,15.0,1,1,0.05588248319120028
krbs902367372,27,4.7,18.593481,73.785901,18.613481,73.805901,2022-03-19,2025-11-16 11:20:00,2025-11-16 11:25:00,Fog,High ,van,Metropolitian ,150,Home,3.0640029565838653,11,Saturday,5.0,1,0,0.020426686377225767
nyhi952351743,39,4.9,23.369746,85.33982,23.399746,85.36982,2022-03-30,2025-11-16 17:15:00,2025-11-16 17:20:00,Sandstorms,Medium ,motorcycle ,Metropolitian ,135,Kitchen,4.527997212574592,17,Wednesday,5.0,0,1,0.03354072009314513
qbph283682125,26,4.5,21.149669,72.772629,21.169669,72.792629,2022-03-28,2025-11-16 11:35:00,2025-11-16 11:40:00,Sandstorms,High ,motorcycle ,Urban ,85,Outdoors,3.0408931296411486,11,Monday,5.0,0,0,0.035775213289895864
whbc108487428,37,5.0,21.186608,72.794136,21.246608,72.854136,2022-03-28,2025-11-16 19:40:00,2025-11-16 19:50:00,Stormy,Jam ,motorcycle ,Urban ,245,Sports,9.12104492162899,19,Monday,10.0,0,1,0.03722875478215914
wfiu669344373,25,4.5,22.761226,75.887522,22.771226,75.897522,2022-03-24,2025-11-16 09:10:00,2025-11-16 09:25:00,Windy,Low ,motorcycle ,Metropolitian ,80,Shoes,1.5125177574807769,9,Thursday,15.0,0,0,0.01890647196850971
affl872938332,27,5.0,17.424114,78.347554,17.554114,78.477554,2022-03-04,2025-11-16 17:45:00,2025-11-16 18:00:00,Fog,Medium ,scooter ,Metropolitian ,175,Outdoors,19.976027554946768,17,Friday,15.0,0,1,0.1141487288854101
rhwz324062725,30,4.7,13.064181,80.236442,13.104181,80.276442,2022-03-19,2025-11-16 13:35:00,2025-11-16 13:50:00,Sandstorms,High ,motorcycle ,Metropolitian ,150,Home,6.209021101535329,13,Saturday,15.0,1,0,0.04139347401023553
tdgy458730534,22,4.1,21.175104,72.804342,21.305104,72.934342,2022-03-08,2025-11-16 19:25:00,2025-11-16 19:30:00,Sandstorms,Jam ,motorcycle ,Metropolitian ,160,Apparel,19.760798007029955,19,Tuesday,5.0,0,1,0.12350498754393721
choz180747784,29,5.0,19.12663,72.829976,19.17663,72.879976,2022-03-19,2025-11-16 18:10:00,2025-11-16 18:15:00,Sunny,Medium ,motorcycle ,Urban ,50,Electronics,7.648179253473649,18,Saturday,5.0,1,1,0.15296358506947297
kppy708470507,26,4.5,26.902328,75.794257,26.952328,75.844257,2022-04-03,2025-11-16 21:35:00,2025-11-16 21:40:00,Sandstorms,Jam ,motorcycle ,Metropolitian ,80,Outdoors,7.448644516028947,21,Sunday,5.0,1,0,0.09310805645036184
yhvk137054072,23,4.9,19.120083,72.907385,19.160083,72.947385,2022-03-17,2025-11-16 13:50:00,2025-11-16 14:05:00,Cloudy,High ,motorcycle ,Metropolitian ,130,Skincare,6.118745338337883,13,Thursday,15.0,0,0,0.04706727183336833
zsky712976728,21,4.9,27.158822,78.045359,27.168822,78.055359,2022-02-11,2025-11-16 10:45:00,2025-11-16 10:50:00,Sunny,Low ,motorcycle ,Metropolitian ,120,Clothing,1.488340940946108,10,Friday,5.0,0,0,0.0124028411745509
vxux462741477,21,4.8,13.091809,80.219104,13.221809,80.349104,2022-04-06,2025-11-16 22:15:00,2025-11-16 22:25:00,Stormy,Low ,motorcycle ,Metropolitian ,75,Books,20.17641424368773,22,Wednesday,10.0,0,0,0.2690188565825031
ofxn204189510,21,4.8,30.899992,75.831338,30.989992,75.921338,2022-02-18,2025-11-16 19:35:00,2025-11-16 19:50:00,Fog,Jam ,motorcycle ,Metropolitian ,185,Skincare,13.184089319007638,19,Friday,15.0,0,1,0.07126534767031156
yirq768098330,32,4.5,13.086438,80.220672,13.216439,80.350672,2022-03-06,2025-11-16 18:15:00,2025-11-16 18:25:00,Sandstorms,Medium ,motorcycle ,Metropolitian ,125,Home,20.176709024393897,18,Sunday,10.0,1,1,0.16141367219515118
wosj929018126,26,5.0,13.027018,80.254791,13.087018,80.314791,2022-03-15,2025-11-16 18:30:00,2025-11-16 18:40:00,Fog,Medium ,motorcycle ,Metropolitian ,90,Pet Supplies,9.314030628227469,18,Tuesday,10.0,0,1,0.10348922920252743
tnmw153852894,25,4.9,23.355164,85.324097,23.485164,85.454097,2022-03-06,2025-11-16 19:35:00,2025-11-16 19:40:00,Sunny,Jam ,motorcycle ,Metropolitian ,110,Apparel,19.618918347480314,19,Sunday,5.0,1,1,0.17835380315891194
juzt918160416,29,4.7,21.160522,72.771477,21.290522,72.901477,2022-04-04,2025-11-16 20:10:00,2025-11-16 20:20:00,Fog,Jam ,motorcycle ,Metropolitian ,210,Cosmetics,19.7617064674139,20,Monday,10.0,0,0,0.09410336413054239
jqvj651460443,33,4.6,19.207222,72.972281,19.247222,73.012281,2022-03-03,2025-11-16 16:20:00,2025-11-16 16:30:00,Fog,Medium ,van,Metropolitian ,85,Skincare,6.1172190955626995,16,Thursday,10.0,0,1,0.07196728347720822
waou583355010,39,4.7,13.049645,80.242268,13.129645,80.322268,2022-04-02,2025-11-16 20:25:00,2025-11-16 20:40:00,Windy,Jam ,motorcycle ,Metropolitian ,245,Pet Supplies,12.41790772974657,20,Saturday,15.0,1,0,0.05068533767243498
emxm805049467,27,4.7,12.326356,76.619103,12.416356,76.709103,2022-04-02,2025-11-16 18:35:00,2025-11-16 18:50:00,Windy,Medium ,scooter ,Metropolitian ,125,Apparel,13.989450296958541,18,Saturday,15.0,1,1,0.11191560237566833
ibmw057859906,20,4.7,21.186884,72.793616,21.226884,72.833616,2022-03-07,2025-11-16 16:20:00,2025-11-16 16:35:00,Sandstorms,Medium ,motorcycle ,Metropolitian ,125,Jewelry,6.08088296759392,16,Monday,15.0,0,1,0.04864706374075136
ebtq998750819,32,4.3,13.029198,77.570997,13.109198,77.650997,2022-03-14,2025-11-16 20:55:00,2025-11-16 21:10:00,Sunny,Jam ,scooter ,Metropolitian ,165,Apparel,12.418408999826964,20,Monday,15.0,0,0,0.07526308484743614
osud810483234,28,4.8,0.0,0.0,0.11,0.11,2022-02-18,2025-11-16 20:00:00,2025-11-16 20:05:00,Sunny,Jam ,motorcycle ,Metropolitian ,130,Shoes,17.29786575291325,20,Friday,5.0,0,0,0.1330605057916404
mqak578591853,32,4.7,26.913726,75.75282,26.923726,75.762821,2022-03-03,2025-11-16 08:50:00,2025-11-16 08:55:00,Sandstorms,Low ,scooter ,Metropolitian ,130,Clothing,1.4898452333107741,8,Thursday,5.0,0,0,0.011460347948544416
zzwo287757654,29,4.3,18.994049,72.825203,19.004049,72.835203,2022-03-09,2025-11-16 10:15:00,2025-11-16 10:25:00,Sandstorms,Low ,motorcycle ,Urban ,110,Toys,1.5303005968357748,10,Wednesday,10.0,0,0,0.013911823607597953
wbcz663806196,25,4.8,22.761226,75.887522,22.891226,76.017522,2022-03-08,2025-11-16 20:00:00,2025-11-16 20:05:00,Cloudy,Jam ,motorcycle ,Metropolitian ,215,Kitchen,19.658752171965087,20,Tuesday,5.0,0,0,0.0914360566137911
hiid724736677,20,4.7,21.186438,72.794115,21.206438,72.814115,2022-03-13,2025-11-16 08:15:00,2025-11-16 08:30:00,Sunny,Low ,motorcycle ,Urban ,60,Jewelry,3.0405415100024062,8,Sunday,15.0,1,0,0.050675691833373435
qmih196791512,34,3.8,21.160437,72.774209,21.290437,72.904209,2022-03-06,2025-11-16 18:15:00,2025-11-16 18:25:00,Stormy,Medium ,van,Urban ,175,Pet Supplies,19.761711761320647,18,Sunday,10.0,1,1,0.11292406720754655
phxd144875588,34,4.7,21.149569,72.772697,21.219569,72.842697,2022-03-23,2025-11-16 23:15:00,2025-11-16 23:20:00,Stormy,Low ,scooter ,Urban ,95,Snacks,10.642292301678225,23,Wednesday,5.0,0,0,0.11202412949134974
foiq725196524,23,4.9,23.351058,85.325731,23.411058,85.385731,2022-03-07,2025-11-16 20:15:00,2025-11-16 20:25:00,Sunny,Jam ,scooter ,Metropolitian ,95,Jewelry,9.056109430301543,20,Monday,10.0,0,0,0.09532746768738466
doia113974896,30,4.6,11.003008,76.97544,11.133009,77.10544,2022-03-18,2025-11-16 18:10:00,2025-11-16 18:25:00,Fog,Medium ,motorcycle ,Metropolitian ,37,Grocery,20.253788516086214,18,Friday,15.0,0,1,0.5473996896239517
zlwx920004127,35,4.7,23.232357,77.429989,23.302357,77.499989,2022-02-12,2025-11-16 18:50:00,2025-11-16 18:55:00,Sandstorms,Medium ,scooter ,Urban ,145,Shoes,10.56959734652895,18,Saturday,5.0,1,1,0.07289377480364792
nwss005014925,30,4.8,18.539299,73.897902,18.629299,73.987902,2022-04-02,2025-11-16 17:10:00,2025-11-16 17:15:00,Sunny,Medium ,scooter ,Metropolitian ,100,Sports,13.788747286078769,17,Saturday,5.0,1,1,0.13788747286078767
omco088297216,32,4.7,12.970324,77.645748,13.000324,77.675748,2022-04-01,2025-11-16 22:35:00,2025-11-16 22:40:00,Sunny,Low ,motorcycle ,Metropolitian ,120,Jewelry,4.657671710225091,22,Friday,5.0,0,0,0.038813930918542426
dnmt206026667,37,3.9,12.979096,77.640625,13.089096,77.750625,2022-03-02,2025-11-16 00:00:00,2025-11-16 00:05:00,Cloudy,Low ,van,Metropolitian ,160,Home,17.07649249561196,0,Wednesday,5.0,0,0,0.10672807809757474
xowv581931537,24,4.8,12.316967,76.603067,12.446967,76.733067,2022-04-06,2025-11-16 18:20:00,2025-11-16 18:25:00,Windy,Medium ,motorcycle ,Metropolitian ,140,Books,20.2065815105083,18,Wednesday,5.0,0,1,0.1443327250750593
gftv487034589,37,3.5,22.308096,73.167753,22.378096,73.237753,2022-03-14,2025-11-16 23:45:00,2025-11-16 23:50:00,Cloudy,Low ,scooter ,Metropolitian ,180,Toys,10.602582382473138,23,Monday,5.0,0,0,0.0589032354581841
gxqr486100330,20,4.6,18.927584,72.832585,19.037584,72.942585,2022-03-27,2025-11-16 18:00:00,2025-11-16 18:10:00,Fog,Medium ,van,Metropolitian ,130,Clothing,16.834090663220277,18,Sunday,10.0,1,1,0.12949300510169443
uloj599933430,29,4.5,21.175975,72.795503,21.265975,72.885503,2022-03-10,2025-11-16 20:40:00,2025-11-16 20:45:00,Fog,Jam ,motorcycle ,Metropolitian ,45,Grocery,13.681378564006831,20,Thursday,5.0,0,0,0.30403063475570735
ocsy924658757,33,4.2,22.751234,75.88949,22.881234,76.01949,2022-03-23,2025-11-16 17:35:00,2025-11-16 17:40:00,Windy,Medium ,scooter ,Metropolitian ,155,Outdoors,19.659414837287816,17,Wednesday,5.0,0,1,0.12683493443411495
dvoi740109735,38,3.6,22.728163,75.884212,22.838163,75.994212,2022-03-12,2025-11-16 19:45:00,2025-11-16 19:50:00,Stormy,Jam ,scooter ,Metropolitian ,165,Apparel,16.63674459183079,19,Saturday,5.0,1,1,0.1008287551020048
kprp607964165,33,4.2,19.091458,72.827808,19.181458,72.917808,2022-03-18,2025-11-16 21:30:00,2025-11-16 21:40:00,Stormy,Jam ,motorcycle ,Metropolitian ,175,Books,13.767318777065135,21,Friday,10.0,0,0,0.07867039301180077
lnmi334731920,29,4.6,21.149834,72.778666,21.199834,72.828666,2022-03-19,2025-11-16 17:40:00,2025-11-16 17:50:00,Sunny,Medium ,scooter ,Urban ,85,Toys,7.60187028254755,17,Saturday,10.0,1,1,0.08943376802997118
whov932781350,20,4.9,12.304569,76.643622,12.434569,76.773622,2022-03-23,2025-11-16 23:25:00,2025-11-16 23:30:00,Windy,Low ,scooter ,Urban ,75,Cosmetics,20.20704994057408,23,Wednesday,5.0,0,0,0.2694273325409877
wqee006187968,29,4.6,12.975377,77.696664,12.985377,77.706664,2022-03-13,2025-11-16 10:40:00,2025-11-16 10:55:00,Fog,Low ,scooter ,Urban ,65,Shoes,1.552572298857814,10,Sunday,15.0,1,0,0.0238857276747356
umoe075619985,28,4.6,11.001753,76.986241,11.071753,77.056241,2022-03-25,2025-11-16 18:40:00,2025-11-16 18:50:00,Windy,Medium ,motorcycle ,Urban ,29,Grocery,10.90641450035058,18,Friday,10.0,0,1,0.37608325863277864
kinp035543494,33,4.8,13.022394,80.242439,13.072394,80.292439,2022-03-09,2025-11-16 20:35:00,2025-11-16 20:50:00,Fog,Jam ,motorcycle ,Metropolitian ,150,Shoes,7.7618394221539715,20,Wednesday,15.0,0,0,0.05174559614769314
ohde535718983,32,4.6,12.914264,77.6784,12.924264,77.6884,2022-04-01,2025-11-16 10:30:00,2025-11-16 10:45:00,Sunny,Low ,motorcycle ,Urban ,115,Toys,1.5527578022553539,10,Friday,15.0,0,0,0.013502241758742208
rmpo304575974,35,4.7,26.905287,75.794592,26.915287,75.804592,2022-03-17,2025-11-16 09:10:00,2025-11-16 09:25:00,Stormy,Low ,scooter ,Metropolitian ,140,Snacks,1.4898285870173964,9,Thursday,15.0,0,0,0.010641632764409974
ziia875159723,28,4.7,22.725748,75.898497,22.765747,75.938497,2022-03-11,2025-11-16 15:55:00,2025-11-16 16:05:00,Windy,Medium ,scooter ,Metropolitian ,115,Pet Supplies,6.05040606165864,15,Friday,10.0,0,0,0.0526122266231186
yqrv031898597,23,4.8,0.0,0.0,0.02,0.02,2022-04-03,2025-11-16 08:40:00,2025-11-16 08:55:00,Cloudy,Low ,scooter ,Metropolitian ,60,Pet Supplies,3.145067434621583,8,Sunday,15.0,1,0,0.05241779057702638
krzt325215234,21,4.7,22.310526,73.170937,22.340526,73.200937,2022-03-26,2025-11-16 18:00:00,2025-11-16 18:15:00,Fog,Medium ,motorcycle ,Urban ,50,Apparel,4.544228016639861,18,Saturday,15.0,1,1,0.09088456033279722
qcgv154806200,34,4.4,17.429585,78.392621,17.539585,78.502621,2022-03-10,2025-11-16 20:55:00,2025-11-16 21:05:00,Sandstorms,Jam ,scooter ,Metropolitian ,220,Skincare,16.90299374424528,20,Thursday,10.0,0,0,0.07683178974656946
vbfr447599916,31,4.5,22.74806,75.8934,22.85806,76.0034,2022-03-20,2025-11-16 20:25:00,2025-11-16 20:30:00,Fog,Jam ,motorcycle ,Metropolitian ,220,Jewelry,16.63562921867767,20,Sunday,5.0,1,0,0.07561649644853487
mjkk395474030,29,4.1,12.316967,76.603067,12.406967,76.693067,2022-03-02,2025-11-16 18:55:00,2025-11-16 19:10:00,Cloudy,Medium ,scooter ,Metropolitian ,175,Sports,13.989695713800042,18,Wednesday,15.0,0,1,0.07994111836457167
ygbp866274847,32,5.0,21.149669,72.772629,21.259669,72.882629,2022-03-29,2025-11-16 19:45:00,2025-11-16 19:50:00,Stormy,Jam ,motorcycle ,Urban ,205,Clothing,16.72254315530654,19,Tuesday,5.0,0,1,0.08157338124539776
ybsw202265452,30,4.6,26.90519,75.810753,27.01519,75.920753,2022-03-23,2025-11-16 18:00:00,2025-11-16 18:05:00,Sandstorms,Medium ,motorcycle ,Metropolitian ,110,Home,16.3849009334588,18,Wednesday,5.0,0,1,0.14895364484962545
yabr302910650,26,4.5,12.316967,76.603067,12.346967,76.633067,2022-03-19,2025-11-16 22:25:00,2025-11-16 22:30:00,Fog,Low ,scooter ,Urban ,70,Apparel,4.663493139918864,22,Saturday,5.0,1,0,0.06662133057026949
uxcx156817739,31,4.7,10.994136,76.963303,11.104136,77.073303,2022-03-10,2025-11-16 18:10:00,2025-11-16 18:25:00,Windy,Medium ,scooter ,Metropolitian ,150,Skincare,17.138295790540273,18,Thursday,15.0,0,1,0.11425530527026849
spqt912318914,39,4.9,0.0,0.0,0.09,0.09,2022-03-12,2025-11-16 20:50:00,2025-11-16 21:05:00,Stormy,Jam ,motorcycle ,Metropolitian ,255,Books,14.15280068944862,20,Saturday,15.0,1,0,0.055501179174308315
ocht471169874,32,4.5,12.975377,77.696664,13.055377,77.776664,2022-03-23,2025-11-16 21:20:00,2025-11-16 21:35:00,Stormy,Jam ,scooter ,Urban ,205,Apparel,12.419724873245672,21,Wednesday,15.0,0,0,0.060584023771930104
vrsk379767408,39,4.7,19.874449,75.360232,19.904449,75.390232,2022-02-15,2025-11-16 18:15:00,2025-11-16 18:25:00,Sandstorms,Medium ,motorcycle ,Urban ,145,Snacks,4.579062734596037,18,Tuesday,10.0,0,1,0.03157974299721405
fsot984531478,20,4.9,12.337978,76.616792,12.377978,76.656792,2022-03-21,2025-11-16 16:35:00,2025-11-16 16:50:00,Cloudy,Medium ,motorcycle ,Metropolitian ,29,Grocery,6.217689154531195,16,Monday,15.0,0,1,0.21440307429417912
joko166188465,22,4.8,26.913987,75.752891,26.923987,75.762891,2022-03-19,2025-11-16 10:45:00,2025-11-16 10:55:00,Windy,Low ,scooter ,Metropolitian ,50,Jewelry,1.4897777216510129,10,Saturday,10.0,1,0,0.029795554433020257
lcml533985936,33,4.7,25.457116,81.859682,25.537116,81.939682,2022-02-18,2025-11-16 23:30:00,2025-11-16 23:45:00,Sunny,Low ,motorcycle ,Metropolitian ,140,Sports,11.983323050925035,23,Friday,15.0,0,0,0.08559516464946454
vsly103392861,34,4.9,0.0,0.0,0.06,0.06,2022-02-11,2025-11-16 23:35:00,2025-11-16 23:45:00,Cloudy,Low ,van,Metropolitian ,17,Grocery,9.435201537430713,23,Friday,10.0,0,0,0.5550118551429831
xbqx855559602,36,4.2,13.064181,80.236442,13.084181,80.256442,2022-03-28,2025-11-16 08:30:00,2025-11-16 08:40:00,Stormy,Low ,motorcycle ,Metropolitian ,150,Snacks,3.104571866545023,8,Monday,10.0,0,0,0.020697145776966817
dvgw841388099,22,5.0,22.725748,75.898497,22.765747,75.938497,2022-03-26,2025-11-16 15:00:00,2025-11-16 15:05:00,Cloudy,High ,motorcycle ,Metropolitian ,115,Electronics,6.05040606165864,15,Saturday,5.0,1,0,0.0526122266231186
ootb602294472,22,4.8,21.186884,72.793616,21.256884,72.863616,2022-03-20,2025-11-16 18:45:00,2025-11-16 19:00:00,Stormy,Medium ,van,Metropolitian ,130,Shoes,10.641042055468635,18,Sunday,15.0,1,1,0.08185416965745104
icoc721447583,38,4.7,22.725835,75.887648,22.855835,76.017648,2022-03-31,2025-11-16 17:55:00,2025-11-16 18:10:00,Cloudy,Medium ,motorcycle ,Metropolitian ,175,Apparel,19.661098170299503,17,Thursday,15.0,0,1,0.11234913240171145
gzgb343415260,27,4.6,0.0,0.0,0.03,0.03,2022-02-17,2025-11-16 17:25:00,2025-11-16 17:40:00,Cloudy,Medium ,motorcycle ,Other,90,Apparel,4.717601092054723,17,Thursday,15.0,0,1,0.052417789911719144
fxyt461362626,22,4.5,18.593481,73.785901,18.703481,73.895901,2022-03-27,2025-11-16 23:45:00,2025-11-16 00:00:00,Sunny,Low ,motorcycle ,Metropolitian ,115,Shoes,16.849904095492146,23,Sunday,-1425.0,1,0,0.14652090517819258
gvvi138544357,23,4.5,22.745049,75.892471,22.805049,75.952471,2022-03-17,2025-11-16 18:25:00,2025-11-16 18:40:00,Stormy,Medium ,motorcycle ,Metropolitian ,23,Grocery,9.074836683459448,18,Thursday,15.0,0,1,0.39455811667214996
wfpf546869623,32,4.6,17.424114,78.347554,17.464114,78.387554,2022-03-03,2025-11-16 14:00:00,2025-11-16 14:15:00,Cloudy,High ,motorcycle ,Metropolitian ,175,Outdoors,6.147194518583758,14,Thursday,15.0,0,0,0.035126825820478616
emqh101744189,26,4.9,21.149569,72.772697,21.169569,72.792697,2022-03-26,2025-11-16 10:45:00,2025-11-16 10:55:00,Stormy,Low ,motorcycle ,Metropolitian ,50,Shoes,3.040894085204392,10,Saturday,10.0,1,0,0.06081788170408784
grmz418445566,34,4.7,17.430448,78.418213,17.470448,78.458213,2022-03-11,2025-11-16 14:50:00,2025-11-16 15:00:00,Sunny,High ,motorcycle ,Urban ,100,Shoes,6.14709275562667,14,Friday,10.0,0,0,0.0614709275562667
wxjd202584434,26,4.3,19.22384,72.841347,19.28384,72.901347,2022-04-01,2025-11-16 19:35:00,2025-11-16 19:50:00,Cloudy,Jam ,scooter ,Metropolitian ,155,Skincare,9.175127291638901,19,Friday,15.0,0,1,0.05919436962347678
paom596447615,36,4.1,23.264015,77.408236,23.354015,77.498236,2022-02-18,2025-11-16 18:40:00,2025-11-16 18:50:00,Fog,Medium ,motorcycle ,Urban ,195,Books,13.58753588335531,18,Friday,10.0,0,1,0.0696796711966939
fhhr371128082,33,4.5,22.553227,88.353273,22.613227,88.413273,2022-02-11,2025-11-16 17:30:00,2025-11-16 17:45:00,Sandstorms,Medium ,scooter ,Metropolitian ,145,Jewelry,9.080676816811252,17,Friday,15.0,0,1,0.06262535735731897
